respondent_id,survey_date,city,age_group,gender,income_bracket,awareness_channel,product_interest,funnel_stage,purchase_motivator,purchase_barrier,monthly_spend_inr,nps_score,nps_category,top_satisfaction_driver,survey_completion_min
VE0964,2024-09-03,Chennai,18-24,Male,6-10L,Instagram,Multivitamin,Consideration,,Prefer Offline,0,,,,5.1
VE0965,2024-09-06,Mumbai,35-44,Female,<3L,Instagram,Collagen,Awareness,,None,0,,,,15.7
VE0966,2024-09-04,Ahmedabad,25-34,Male,6-10L,Google Search,Multivitamin,Awareness,,Too Many Options,0,,,,7.3
VE0967,2024-11-15,Pune,25-34,Female,6-10L,YouTube,Multivitamin,Awareness,,Lack of Trust,0,,,,7.9
VE0968,2024-06-03,Hyderabad,25-34,Female,6-10L,Word of Mouth,Multivitamin,Intent,Influencer,Too Expensive,0,,,,6.8
VE0969,2024-08-05,Jaipur,35-44,Female,3-6L,YouTube,Probiotic,Consideration,,Unsure of Efficacy,0,,,,17.3
VE0970,2024-10-21,Kolkata,25-34,Male,<3L,YouTube,Whey Protein,Trial,Price,Prefer Offline,0,,,,10.4
VE0971,2024-07-07,Bangalore,35-44,Female,6-10L,Offline Store,Collagen,Awareness,,Too Expensive,0,,,,17.3
VE0972,2024-08-27,Kolkata,25-34,Male,6-10L,Facebook,Whey Protein,Consideration,,Prefer Offline,0,,,,7.0
VE0973,2024-07-20,Mumbai,35-44,Male,6-10L,Doctor Recommendation,Ashwagandha,Intent,Doctor Recommended,Too Expensive,0,,,,10.0
VE0974,2024-10-15,Delhi,35-44,Female,3-6L,Instagram,Probiotic,Repeat Purchase,Influencer,None,500,10,Promoter,Product Efficacy,11.9
VE0975,2024-06-06,Chennai,45-54,Female,6-10L,YouTube,Ashwagandha,Consideration,,Too Many Options,0,,,,9.2
VE0976,2024-11-10,Bangalore,45-54,Male,6-10L,YouTube,Whey Protein,Intent,Discount/Offer,Shipping Concerns,0,,,,14.5
VE0977,2024-09-19,Kolkata,18-24,Male,10-20L,Google Search,Multivitamin,Consideration,,Unsure of Efficacy,0,,,,10.2
VE0978,2024-09-15,Bangalore,25-34,Female,6-10L,YouTube,Ashwagandha,Trial,Influencer,None,0,,,,16.7
VE0979,2024-10-19,Ahmedabad,45-54,Male,3-6L,YouTube,Omega-3,Intent,Discount/Offer,Shipping Concerns,0,,,,5.2
VE0980,2024-07-26,Mumbai,45-54,Female,20L+,YouTube,Vitamin D3,Intent,Brand Trust,None,0,,,,13.2
VE0981,2024-10-26,Pune,25-34,Male,6-10L,Doctor Recommendation,Whey Protein,Awareness,,Unsure of Efficacy,0,,,,13.6
VE0982,2024-06-17,Delhi,18-24,Female,<3L,Doctor Recommendation,Multivitamin,Awareness,,Too Expensive,0,,,,17.4
VE0983,2024-08-18,Kolkata,25-34,Female,6-10L,Doctor Recommendation,Omega-3,Purchase,Brand Trust,None,2000,4,Detractor,Taste/Texture,10.0
VE0984,2024-10-22,Hyderabad,25-34,Prefer not to say,10-20L,Facebook,Vitamin D3,Trial,Price,Unsure of Efficacy,0,,,,10.9
VE0985,2024-06-06,Hyderabad,55+,Male,6-10L,Google Search,Omega-3,Intent,Doctor Recommended,Unsure of Efficacy,0,,,,16.5
VE0986,2024-06-18,Delhi,35-44,Female,20L+,Instagram,Vitamin D3,Awareness,,Too Expensive,0,,,,8.4
VE0987,2024-06-22,Mumbai,55+,Male,6-10L,Google Search,Vitamin D3,Intent,Discount/Offer,Shipping Concerns,0,,,,11.1
VE0988,2024-07-13,Delhi,25-34,Male,6-10L,YouTube,Whey Protein,Awareness,,Lack of Trust,0,,,,13.4
VE0989,2024-08-25,Hyderabad,18-24,Prefer not to say,6-10L,Word of Mouth,Whey Protein,Consideration,,Unsure of Efficacy,0,,,,13.9
VE0990,2024-08-09,Chennai,25-34,Female,10-20L,Word of Mouth,Multivitamin,Consideration,,Lack of Trust,0,,,,11.1
VE0991,2024-08-08,Delhi,25-34,Female,10-20L,Facebook,Probiotic,Awareness,,Too Expensive,0,,,,15.4
VE0992,2024-06-28,Mumbai,18-24,Male,6-10L,Instagram,Whey Protein,Consideration,,Lack of Trust,0,,,,16.2
VE0993,2024-11-06,Delhi,35-44,Prefer not to say,20L+,Google Search,Multivitamin,Consideration,,Too Expensive,0,,,,7.2
VE0994,2024-06-21,Delhi,35-44,Male,6-10L,Word of Mouth,Whey Protein,Intent,Brand Trust,Lack of Trust,0,,,,12.7
VE0995,2024-07-18,Bangalore,35-44,Female,10-20L,YouTube,Omega-3,Consideration,,Unsure of Efficacy,0,,,,13.9
VE0996,2024-11-27,Pune,25-34,Female,10-20L,Instagram,Multivitamin,Awareness,,Unsure of Efficacy,0,,,,11.3
VE0997,2024-08-13,Mumbai,25-34,Male,3-6L,Instagram,Probiotic,Purchase,Discount/Offer,None,300,9,Promoter,Delivery Speed,5.6
VE0998,2024-09-23,Delhi,35-44,Male,6-10L,Facebook,Multivitamin,Consideration,,Too Expensive,0,,,,14.3
VE0999,2024-08-21,Bangalore,35-44,Male,6-10L,Word of Mouth,Multivitamin,Awareness,,Too Expensive,0,,,,5.1
VE1000,2024-08-30,Bangalore,45-54,Male,10-20L,Facebook,Multivitamin,Awareness,,Prefer Offline,0,,,,6.4
VE1001,2024-09-07,Bangalore,18-24,Male,3-6L,Offline Store,Ashwagandha,Intent,Ingredients Quality,Too Expensive,0,,,,7.4
VE1002,2024-06-05,Bangalore,18-24,Male,<3L,YouTube,Multivitamin,Awareness,,Too Many Options,0,,,,7.1
VE1003,2024-11-03,Pune,25-34,Female,3-6L,Facebook,Whey Protein,Awareness,,Too Expensive,0,,,,14.0
VE1004,2024-11-03,Mumbai,25-34,Female,10-20L,YouTube,Whey Protein,Intent,Ingredients Quality,Prefer Offline,0,,,,12.6
VE1005,2024-10-14,Mumbai,35-44,Female,10-20L,YouTube,Vitamin D3,Repeat Purchase,Brand Trust,None,3000,9,Promoter,Taste/Texture,10.9
VE1006,2024-08-11,Hyderabad,35-44,Male,3-6L,Instagram,Multivitamin,Consideration,,Unsure of Efficacy,0,,,,15.5
VE1007,2024-08-03,Bangalore,25-34,Male,6-10L,Instagram,Collagen,Purchase,Discount/Offer,None,1500,3,Detractor,Price-Value,7.1
VE1008,2024-08-10,Pune,25-34,Female,6-10L,Instagram,Whey Protein,Consideration,,Too Many Options,0,,,,17.4
VE1009,2024-10-03,Lucknow,35-44,Female,10-20L,Google Search,Vitamin D3,Intent,Peer Recommendation,Too Expensive,0,,,,7.9
VE1010,2024-09-05,Bangalore,45-54,Male,3-6L,Instagram,Whey Protein,Consideration,,Too Expensive,0,,,,15.0
VE1011,2024-07-08,Bangalore,25-34,Male,6-10L,YouTube,Vitamin D3,Intent,Brand Trust,Too Many Options,0,,,,17.4
VE1012,2024-07-02,Delhi,25-34,Male,3-6L,Doctor Recommendation,Multivitamin,Purchase,Peer Recommendation,None,700,7,Passive,Delivery Speed,5.0
VE1013,2024-10-09,Delhi,35-44,Male,<3L,Instagram,Whey Protein,Consideration,,Unsure of Efficacy,0,,,,17.6
VE1014,2024-08-26,Delhi,25-34,Male,6-10L,Instagram,Multivitamin,Awareness,,Lack of Trust,0,,,,15.5
VE1015,2024-09-23,Delhi,35-44,Female,3-6L,Instagram,Ashwagandha,Consideration,,Lack of Trust,0,,,,5.1
VE1016,2024-07-27,Pune,55+,Female,3-6L,YouTube,Multivitamin,Intent,Doctor Recommended,Too Expensive,0,,,,11.9
VE1017,2024-06-11,Mumbai,18-24,Male,6-10L,YouTube,Whey Protein,Awareness,,Prefer Offline,0,,,,9.9
VE1018,2024-07-09,Hyderabad,45-54,Female,3-6L,Google Search,Omega-3,Intent,Doctor Recommended,Unsure of Efficacy,0,,,,9.8
VE1019,2024-11-14,Mumbai,18-24,Female,6-10L,Google Search,Multivitamin,Intent,Peer Recommendation,Shipping Concerns,0,,,,14.8
VE1020,2024-08-16,Kolkata,35-44,Female,10-20L,YouTube,Whey Protein,Intent,Brand Trust,Prefer Offline,0,,,,4.7
VE1021,2024-07-17,Ahmedabad,25-34,Female,6-10L,YouTube,Vitamin D3,Repeat Purchase,Discount/Offer,None,1000,3,Detractor,Product Efficacy,4.5
VE1022,2024-06-08,Hyderabad,45-54,Female,20L+,YouTube,Multivitamin,Repeat Purchase,Doctor Recommended,None,5000,3,Detractor,Price-Value,4.8
VE1023,2024-06-09,Ahmedabad,25-34,Male,20L+,Doctor Recommendation,Collagen,Consideration,,Lack of Trust,0,,,,16.4
VE1024,2024-09-30,Delhi,18-24,Female,6-10L,Doctor Recommendation,Ashwagandha,Intent,Price,Lack of Trust,0,,,,5.4
VE1025,2024-11-21,Mumbai,18-24,Male,6-10L,Instagram,Whey Protein,Awareness,,Too Many Options,0,,,,14.1
VE1026,2024-10-01,Mumbai,25-34,Female,20L+,Instagram,Ashwagandha,Awareness,,None,0,,,,16.3
VE1027,2024-09-20,Hyderabad,35-44,Female,10-20L,Word of Mouth,Multivitamin,Intent,Influencer,Unsure of Efficacy,0,,,,14.3
VE1028,2024-10-17,Delhi,35-44,Male,3-6L,YouTube,Omega-3,Intent,Peer Recommendation,Prefer Offline,0,,,,9.4
VE1029,2024-09-19,Delhi,25-34,Male,20L+,Google Search,Omega-3,Consideration,,Shipping Concerns,0,,,,11.3
VE1030,2024-11-08,Delhi,25-34,Female,10-20L,Doctor Recommendation,Ashwagandha,Awareness,,Lack of Trust,0,,,,5.6
VE1031,2024-09-16,Ahmedabad,55+,Female,6-10L,Google Search,Multivitamin,Consideration,,Lack of Trust,0,,,,11.1
VE1032,2024-08-23,Pune,45-54,Female,6-10L,Google Search,Multivitamin,Consideration,,Too Many Options,0,,,,7.5
VE1033,2024-11-12,Bangalore,45-54,Female,3-6L,Instagram,Collagen,Purchase,Brand Trust,None,1000,7,Passive,Packaging,13.1
VE1034,2024-07-19,Delhi,18-24,Male,3-6L,Word of Mouth,Whey Protein,Consideration,,Prefer Offline,0,,,,13.4
VE1035,2024-06-03,Chennai,25-34,Male,3-6L,YouTube,Ashwagandha,Consideration,,Too Expensive,0,,,,17.7
VE1036,2024-10-06,Mumbai,18-24,Female,10-20L,YouTube,Omega-3,Consideration,,Too Many Options,0,,,,17.3
VE1037,2024-11-23,Bangalore,18-24,Male,6-10L,Facebook,Omega-3,Intent,Peer Recommendation,None,0,,,,9.6
VE1038,2024-08-26,Mumbai,55+,Male,3-6L,Word of Mouth,Probiotic,Purchase,Peer Recommendation,None,1000,3,Detractor,Packaging,8.2
VE1039,2024-10-23,Bangalore,55+,Female,<3L,Google Search,Ashwagandha,Consideration,,Unsure of Efficacy,0,,,,5.0
VE1040,2024-11-01,Mumbai,18-24,Male,10-20L,Instagram,Omega-3,Consideration,,Lack of Trust,0,,,,14.9
VE1041,2024-06-12,Mumbai,25-34,Female,6-10L,Google Search,Ashwagandha,Awareness,,None,0,,,,5.9
VE1042,2024-07-06,Delhi,55+,Female,<3L,Google Search,Collagen,Consideration,,Shipping Concerns,0,,,,13.1
VE1043,2024-06-28,Bangalore,18-24,Male,10-20L,Instagram,Whey Protein,Awareness,,Too Many Options,0,,,,9.9
VE1044,2024-08-02,Ahmedabad,45-54,Male,3-6L,Google Search,Ashwagandha,Consideration,,Unsure of Efficacy,0,,,,11.0
VE1045,2024-11-16,Delhi,25-34,Female,3-6L,Instagram,Whey Protein,Trial,Price,Too Many Options,0,,,,8.6
VE1046,2024-07-06,Mumbai,25-34,Male,3-6L,Word of Mouth,Omega-3,Intent,Ingredients Quality,Shipping Concerns,0,,,,6.5
VE1047,2024-07-03,Kolkata,18-24,Female,6-10L,Offline Store,Whey Protein,Consideration,,Unsure of Efficacy,0,,,,17.2
VE1048,2024-08-07,Bangalore,35-44,Male,3-6L,YouTube,Whey Protein,Awareness,,Unsure of Efficacy,0,,,,12.7
VE1049,2024-07-28,Pune,18-24,Female,10-20L,Doctor Recommendation,Ashwagandha,Awareness,,Too Expensive,0,,,,11.2
VE1050,2024-06-20,Bangalore,18-24,Male,<3L,Doctor Recommendation,Whey Protein,Purchase,Discount/Offer,None,300,10,Promoter,Customer Support,16.9
VE1051,2024-09-29,Bangalore,25-34,Female,10-20L,Word of Mouth,Probiotic,Consideration,,Too Many Options,0,,,,9.1
VE1052,2024-11-25,Bangalore,25-34,Male,6-10L,Instagram,Multivitamin,Intent,Doctor Recommended,Shipping Concerns,0,,,,12.1
VE1053,2024-08-29,Lucknow,25-34,Male,10-20L,Instagram,Ashwagandha,Intent,Peer Recommendation,Lack of Trust,0,,,,7.1
VE1054,2024-11-23,Mumbai,35-44,Male,10-20L,Google Search,Whey Protein,Awareness,,Shipping Concerns,0,,,,7.3
VE1055,2024-11-10,Kolkata,25-34,Female,6-10L,Instagram,Omega-3,Intent,Brand Trust,Too Many Options,0,,,,6.2
VE1056,2024-09-05,Kolkata,55+,Male,3-6L,Facebook,Probiotic,Consideration,,Too Many Options,0,,,,11.4
VE1057,2024-09-16,Delhi,18-24,Male,20L+,Google Search,Omega-3,Purchase,Price,None,2000,6,Detractor,Customer Support,8.1
VE1058,2024-06-25,Jaipur,35-44,Male,20L+,Google Search,Whey Protein,Consideration,,Unsure of Efficacy,0,,,,7.7
VE1059,2024-07-27,Hyderabad,35-44,Male,6-10L,Doctor Recommendation,Whey Protein,Trial,Peer Recommendation,Too Expensive,0,,,,17.4
VE1060,2024-06-24,Hyderabad,35-44,Prefer not to say,10-20L,Instagram,Multivitamin,Intent,Discount/Offer,Shipping Concerns,0,,,,5.9
VE1061,2024-08-01,Chennai,25-34,Female,10-20L,YouTube,Multivitamin,Awareness,,Unsure of Efficacy,0,,,,10.5
VE1062,2024-09-07,Kolkata,35-44,Male,10-20L,Instagram,Ashwagandha,Consideration,,Unsure of Efficacy,0,,,,11.2
VE1063,2024-11-05,Bangalore,25-34,Male,3-6L,Instagram,Collagen,Repeat Purchase,Brand Trust,None,700,10,Promoter,Price-Value,16.3
VE1064,2024-06-07,Chennai,35-44,Female,<3L,Word of Mouth,Whey Protein,Repeat Purchase,Doctor Recommended,None,500,6,Detractor,Packaging,9.4
VE1065,2024-08-06,Bangalore,18-24,Female,6-10L,Google Search,Collagen,Awareness,,None,0,,,,5.1
VE1066,2024-07-29,Delhi,45-54,Male,10-20L,Instagram,Whey Protein,Awareness,,Prefer Offline,0,,,,6.4
VE1067,2024-09-20,Mumbai,45-54,Male,3-6L,Google Search,Multivitamin,Intent,Peer Recommendation,None,0,,,,8.4
VE1068,2024-09-29,Jaipur,45-54,Male,10-20L,Instagram,Ashwagandha,Intent,Brand Trust,Too Expensive,0,,,,12.0
VE1069,2024-09-03,Pune,18-24,Female,3-6L,Instagram,Probiotic,Awareness,,Prefer Offline,0,,,,11.3
VE1070,2024-06-15,Bangalore,18-24,Male,10-20L,Instagram,Ashwagandha,Consideration,,Prefer Offline,0,,,,6.9
VE1071,2024-06-29,Pune,18-24,Female,<3L,Offline Store,Whey Protein,Trial,Influencer,Lack of Trust,0,,,,17.5
VE1072,2024-10-12,Mumbai,35-44,Female,10-20L,Word of Mouth,Omega-3,Trial,Brand Trust,Too Many Options,0,,,,15.9
VE1073,2024-06-30,Hyderabad,25-34,Male,6-10L,YouTube,Whey Protein,Intent,Brand Trust,Shipping Concerns,0,,,,13.3
VE1074,2024-08-17,Bangalore,18-24,Female,20L+,Instagram,Multivitamin,Purchase,Brand Trust,None,3000,10,Promoter,Taste/Texture,8.5
VE1075,2024-06-14,Mumbai,45-54,Female,10-20L,Instagram,Multivitamin,Awareness,,Too Many Options,0,,,,17.1
VE1076,2024-10-01,Delhi,25-34,Male,6-10L,Instagram,Whey Protein,Awareness,,Too Many Options,0,,,,4.8
VE1077,2024-07-26,Chennai,25-34,Male,3-6L,Google Search,Multivitamin,Intent,Ingredients Quality,Shipping Concerns,0,,,,10.4
VE1078,2024-10-10,Delhi,35-44,Female,6-10L,Instagram,Vitamin D3,Awareness,,Unsure of Efficacy,0,,,,14.4
VE1079,2024-11-10,Mumbai,18-24,Female,<3L,YouTube,Multivitamin,Intent,Brand Trust,Too Many Options,0,,,,15.3
VE1080,2024-07-09,Bangalore,35-44,Prefer not to say,3-6L,Offline Store,Whey Protein,Consideration,,Lack of Trust,0,,,,10.8
VE1081,2024-07-13,Jaipur,25-34,Male,6-10L,Doctor Recommendation,Ashwagandha,Awareness,,Shipping Concerns,0,,,,12.3
VE1082,2024-10-19,Ahmedabad,45-54,Male,6-10L,Google Search,Ashwagandha,Awareness,,Too Many Options,0,,,,15.4
VE1083,2024-08-02,Mumbai,18-24,Male,3-6L,Google Search,Omega-3,Awareness,,Unsure of Efficacy,0,,,,15.3
VE1084,2024-08-05,Delhi,18-24,Male,10-20L,Doctor Recommendation,Multivitamin,Awareness,,None,0,,,,10.1
VE1085,2024-09-11,Bangalore,25-34,Male,3-6L,Google Search,Probiotic,Intent,Influencer,Lack of Trust,0,,,,10.1
VE1086,2024-06-08,Mumbai,25-34,Male,6-10L,Offline Store,Probiotic,Repeat Purchase,Peer Recommendation,None,1500,5,Detractor,Packaging,9.6
VE1087,2024-06-22,Delhi,18-24,Female,3-6L,YouTube,Probiotic,Awareness,,Lack of Trust,0,,,,17.9
VE1088,2024-06-01,Bangalore,18-24,Male,10-20L,Word of Mouth,Probiotic,Consideration,,Too Expensive,0,,,,16.6
VE1089,2024-08-24,Delhi,55+,Male,<3L,Instagram,Probiotic,Awareness,,Shipping Concerns,0,,,,6.0
VE1090,2024-10-30,Mumbai,45-54,Male,6-10L,Instagram,Omega-3,Awareness,,Too Expensive,0,,,,11.2
VE1091,2024-07-28,Chennai,18-24,Female,6-10L,Word of Mouth,Collagen,Trial,Doctor Recommended,Lack of Trust,0,,,,15.2
VE1092,2024-08-19,Chennai,25-34,Male,10-20L,Instagram,Whey Protein,Awareness,,Too Expensive,0,,,,6.2
VE1093,2024-06-19,Mumbai,25-34,Male,3-6L,Google Search,Multivitamin,Awareness,,Too Many Options,0,,,,17.2
VE1094,2024-07-24,Ahmedabad,35-44,Male,6-10L,YouTube,Whey Protein,Awareness,,Lack of Trust,0,,,,7.0
VE1095,2024-10-06,Bangalore,55+,Female,10-20L,YouTube,Collagen,Awareness,,Lack of Trust,0,,,,17.4
VE1096,2024-10-24,Ahmedabad,25-34,Female,3-6L,Instagram,Whey Protein,Awareness,,Unsure of Efficacy,0,,,,16.4
VE1097,2024-08-01,Bangalore,25-34,Male,3-6L,Instagram,Whey Protein,Repeat Purchase,Price,None,500,6,Detractor,Packaging,13.4
VE1098,2024-10-08,Mumbai,25-34,Female,6-10L,Facebook,Whey Protein,Awareness,,Lack of Trust,0,,,,10.6
VE1099,2024-10-30,Hyderabad,35-44,Female,<3L,YouTube,Multivitamin,Consideration,,Prefer Offline,0,,,,17.0
VE1100,2024-11-03,Hyderabad,55+,Female,3-6L,Instagram,Probiotic,Awareness,,Lack of Trust,0,,,,9.8
VE1101,2024-06-02,Hyderabad,18-24,Female,6-10L,YouTube,Omega-3,Awareness,,Lack of Trust,0,,,,11.7
VE1102,2024-10-18,Jaipur,18-24,Female,10-20L,Word of Mouth,Collagen,Awareness,,Too Many Options,0,,,,17.8
VE1103,2024-07-25,Hyderabad,35-44,Female,10-20L,Facebook,Multivitamin,Awareness,,Too Expensive,0,,,,4.7
VE1104,2024-09-18,Delhi,35-44,Female,<3L,Instagram,Ashwagandha,Consideration,,Too Many Options,0,,,,6.7
VE1105,2024-09-18,Mumbai,18-24,Male,20L+,YouTube,Omega-3,Intent,Discount/Offer,Shipping Concerns,0,,,,17.4
VE1106,2024-06-17,Pune,45-54,Female,20L+,Instagram,Omega-3,Consideration,,Lack of Trust,0,,,,11.4
VE1107,2024-10-02,Chennai,25-34,Male,10-20L,YouTube,Multivitamin,Consideration,,Lack of Trust,0,,,,17.9
VE1108,2024-07-12,Delhi,18-24,Female,6-10L,YouTube,Probiotic,Intent,Peer Recommendation,Prefer Offline,0,,,,7.4
VE1109,2024-07-19,Hyderabad,25-34,Female,10-20L,Offline Store,Ashwagandha,Awareness,,None,0,,,,12.0
VE1110,2024-09-26,Bangalore,35-44,Male,<3L,YouTube,Whey Protein,Consideration,,None,0,,,,10.1
VE1111,2024-06-02,Lucknow,45-54,Male,10-20L,Google Search,Omega-3,Trial,Peer Recommendation,Unsure of Efficacy,0,,,,15.1
VE1112,2024-11-11,Mumbai,25-34,Female,3-6L,Doctor Recommendation,Whey Protein,Consideration,,Too Expensive,0,,,,15.5
VE1113,2024-07-10,Mumbai,45-54,Prefer not to say,20L+,YouTube,Omega-3,Awareness,,Unsure of Efficacy,0,,,,17.7
VE1114,2024-08-23,Delhi,18-24,Male,6-10L,Google Search,Whey Protein,Consideration,,Lack of Trust,0,,,,16.5
VE1115,2024-07-17,Hyderabad,35-44,Male,<3L,YouTube,Collagen,Awareness,,Shipping Concerns,0,,,,15.5
VE1116,2024-10-19,Jaipur,45-54,Female,20L+,Google Search,Whey Protein,Consideration,,Unsure of Efficacy,0,,,,5.8
VE1117,2024-08-25,Mumbai,18-24,Male,20L+,Google Search,Whey Protein,Repeat Purchase,Ingredients Quality,None,3000,3,Detractor,Packaging,13.3
VE1118,2024-10-24,Chennai,18-24,Female,6-10L,Word of Mouth,Whey Protein,Awareness,,Shipping Concerns,0,,,,17.9
VE1119,2024-06-02,Chennai,45-54,Female,10-20L,Doctor Recommendation,Omega-3,Intent,Doctor Recommended,Shipping Concerns,0,,,,9.1
VE1120,2024-09-12,Lucknow,25-34,Female,3-6L,Google Search,Probiotic,Intent,Price,Too Expensive,0,,,,14.6
VE1121,2024-11-24,Delhi,25-34,Female,<3L,Word of Mouth,Whey Protein,Consideration,,Lack of Trust,0,,,,13.7
VE1122,2024-07-05,Lucknow,25-34,Male,<3L,Instagram,Whey Protein,Repeat Purchase,Ingredients Quality,None,0,10,Promoter,Packaging,10.1
VE1123,2024-11-16,Bangalore,25-34,Female,10-20L,Instagram,Multivitamin,Consideration,,None,0,,,,11.1
VE1124,2024-08-10,Bangalore,25-34,Male,3-6L,Word of Mouth,Collagen,Awareness,,Prefer Offline,0,,,,10.1
VE1125,2024-08-13,Delhi,25-34,Male,<3L,Word of Mouth,Omega-3,Intent,Influencer,Too Many Options,0,,,,15.8
VE1126,2024-09-08,Mumbai,25-34,Male,3-6L,Word of Mouth,Ashwagandha,Consideration,,Too Many Options,0,,,,6.0
VE1127,2024-09-03,Bangalore,35-44,Male,6-10L,Word of Mouth,Ashwagandha,Intent,Brand Trust,Unsure of Efficacy,0,,,,14.7
VE1128,2024-11-19,Jaipur,45-54,Female,20L+,Facebook,Ashwagandha,Awareness,,Too Expensive,0,,,,8.9
VE1129,2024-11-24,Pune,25-34,Male,6-10L,Instagram,Ashwagandha,Awareness,,Prefer Offline,0,,,,12.4
VE1130,2024-11-08,Bangalore,45-54,Female,6-10L,Instagram,Omega-3,Purchase,Brand Trust,None,1500,8,Passive,Price-Value,12.1
VE1131,2024-11-24,Delhi,35-44,Male,6-10L,Instagram,Omega-3,Consideration,,Too Expensive,0,,,,14.2
VE1132,2024-07-27,Pune,25-34,Male,3-6L,Facebook,Multivitamin,Awareness,,Too Many Options,0,,,,16.6
VE1133,2024-06-24,Mumbai,25-34,Male,10-20L,Word of Mouth,Omega-3,Consideration,,Too Expensive,0,,,,11.8
VE1134,2024-11-16,Pune,35-44,Female,6-10L,Offline Store,Collagen,Awareness,,Too Expensive,0,,,,17.0
VE1135,2024-08-11,Delhi,35-44,Female,10-20L,Google Search,Whey Protein,Awareness,,None,0,,,,13.5
VE1136,2024-07-20,Delhi,18-24,Female,10-20L,Instagram,Whey Protein,Intent,Brand Trust,Too Expensive,0,,,,14.3
VE1137,2024-07-23,Mumbai,35-44,Female,10-20L,YouTube,Ashwagandha,Awareness,,Too Expensive,0,,,,4.6
VE1138,2024-09-04,Delhi,18-24,Female,6-10L,Instagram,Whey Protein,Trial,Brand Trust,Lack of Trust,0,,,,16.5
VE1139,2024-07-11,Kolkata,35-44,Female,3-6L,YouTube,Whey Protein,Awareness,,Prefer Offline,0,,,,8.0
VE1140,2024-07-25,Jaipur,45-54,Female,3-6L,YouTube,Collagen,Intent,Peer Recommendation,Too Expensive,0,,,,7.6
VE1141,2024-11-27,Hyderabad,45-54,Female,6-10L,Google Search,Ashwagandha,Awareness,,Too Expensive,0,,,,11.8
VE1142,2024-07-30,Kolkata,25-34,Male,10-20L,Google Search,Whey Protein,Intent,Price,Unsure of Efficacy,0,,,,15.7
VE1143,2024-06-12,Bangalore,45-54,Male,10-20L,Instagram,Ashwagandha,Consideration,,Too Expensive,0,,,,14.5
VE1144,2024-08-22,Bangalore,35-44,Prefer not to say,3-6L,Instagram,Whey Protein,Consideration,,Too Expensive,0,,,,5.6
VE1145,2024-07-13,Pune,45-54,Female,<3L,Instagram,Vitamin D3,Consideration,,Prefer Offline,0,,,,5.3
VE1146,2024-11-09,Pune,35-44,Female,20L+,YouTube,Ashwagandha,Awareness,,Prefer Offline,0,,,,14.7
VE1147,2024-08-06,Delhi,35-44,Male,6-10L,Google Search,Multivitamin,Consideration,,Too Expensive,0,,,,11.3
VE1148,2024-06-11,Mumbai,25-34,Male,6-10L,Instagram,Whey Protein,Consideration,,Unsure of Efficacy,0,,,,5.7
VE1149,2024-10-11,Mumbai,18-24,Male,3-6L,YouTube,Collagen,Consideration,,Unsure of Efficacy,0,,,,9.4
VE1150,2024-07-14,Pune,25-34,Male,10-20L,Google Search,Whey Protein,Intent,Influencer,Too Many Options,0,,,,14.9
VE1151,2024-11-10,Jaipur,45-54,Female,3-6L,Instagram,Collagen,Awareness,,Shipping Concerns,0,,,,15.8
VE1152,2024-07-02,Ahmedabad,45-54,Female,3-6L,Word of Mouth,Vitamin D3,Trial,Brand Trust,Too Expensive,0,,,,11.6
VE1153,2024-06-17,Bangalore,25-34,Female,3-6L,YouTube,Ashwagandha,Awareness,,Prefer Offline,0,,,,10.0
VE1154,2024-07-11,Delhi,45-54,Female,3-6L,Word of Mouth,Collagen,Intent,Brand Trust,Prefer Offline,0,,,,15.6
VE1155,2024-08-14,Jaipur,35-44,Male,20L+,YouTube,Multivitamin,Awareness,,Too Expensive,0,,,,14.2
VE1156,2024-09-03,Mumbai,35-44,Male,20L+,Facebook,Whey Protein,Repeat Purchase,Ingredients Quality,None,2000,10,Promoter,Delivery Speed,9.5
VE1157,2024-10-21,Chennai,25-34,Female,3-6L,Word of Mouth,Whey Protein,Consideration,,Too Many Options,0,,,,5.0
VE1158,2024-11-23,Chennai,55+,Male,3-6L,Instagram,Vitamin D3,Awareness,,Too Expensive,0,,,,12.4
VE1159,2024-07-02,Bangalore,25-34,Male,<3L,Instagram,Ashwagandha,Consideration,,Lack of Trust,0,,,,12.7
VE1160,2024-07-21,Mumbai,18-24,Female,6-10L,Instagram,Ashwagandha,Awareness,,Too Expensive,0,,,,16.0
VE1161,2024-06-20,Jaipur,45-54,Female,6-10L,Word of Mouth,Multivitamin,Intent,Doctor Recommended,Too Many Options,0,,,,4.6
VE1162,2024-07-18,Mumbai,18-24,Female,6-10L,YouTube,Multivitamin,Consideration,,Prefer Offline,0,,,,7.8
VE1163,2024-09-05,Mumbai,35-44,Male,10-20L,Doctor Recommendation,Ashwagandha,Awareness,,Shipping Concerns,0,,,,16.4
VE1164,2024-11-22,Mumbai,25-34,Female,3-6L,Instagram,Multivitamin,Intent,Peer Recommendation,Unsure of Efficacy,0,,,,7.5
VE1165,2024-09-10,Bangalore,25-34,Male,3-6L,Offline Store,Whey Protein,Awareness,,Too Expensive,0,,,,12.7
VE1166,2024-10-08,Delhi,25-34,Male,3-6L,Instagram,Multivitamin,Consideration,,Lack of Trust,0,,,,11.5
VE1167,2024-09-13,Jaipur,18-24,Male,<3L,Word of Mouth,Multivitamin,Awareness,,Prefer Offline,0,,,,11.5
